"tag","ja","aliases"
"bulletin_board","掲示板","掲示板"
"bullying","虐め,いじめっ子,天龍いじめ","虐め,いじめっ子,天龍いじめ"
"bulma_(future)","未来ブルマ,未来のブルマ","未来ブルマ,未来のブルマ"
"bumblebee_(transformers)","バンブルビー","バンブルビー"
"bunbee_(yes!_precure_5)","ブンビー","ブンビー"
"bunbunmaru","文々。新聞,文々。,文文。新聞,文々丸,文々丸新聞","文々。新聞,文々。,文文。新聞,文々丸,文々丸新聞"
"bundesliga","ブンデスリーガ","ブンデスリーガ"
"bundeswehr","ドイツ連邦軍","ドイツ連邦軍"
"buneary","ミミロル","ミミロル"
"bunet_(fire_emblem)","ボネ","ボネ"
"bungaku_shoujo","“文学少女”シリーズ,“文学少女”","“文学少女”シリーズ,“文学少女”"
"bungaku_shoujo_(danshi_koukousei)","文学少女","文学少女"
"bungo_yayoi","豊後弥生","豊後弥生"
"bungou_stray_dogs","文豪ストレイドッグス,文スト","文豪ストレイドッグス,文スト"
"bungou_stray_dogs:_mayoi_inu_kaikitan","文豪ストレイドッグス迷ヰ犬怪奇譚","文豪ストレイドッグス迷ヰ犬怪奇譚"
"bungou_to_alchemist","文豪とアルケミスト,文アル","文豪とアルケミスト,文アル"
"bunk_bed","二段ベッド","二段ベッド"
"bunker_hill_(azur_lane)","バンカー・ヒル,バンカー・ヒル(アズールレーン)","バンカー・ヒル,バンカー・ヒル(アズールレーン)"
"bunnelby","ホルビー","ホルビー"
"bunny_garden","バニーガーデン","バニーガーデン"
"bunny_headphones","ウサギヘッドホン","ウサギヘッドホン"
"bunnystein_fantasy","バニスタイン・ファンタジー","バニスタイン・ファンタジー"
"bunyip_(monster_girl_encyclopedia)","バニップ,バニップ(魔物娘図鑑)","バニップ,バニップ(魔物娘図鑑)"
"buraiden_gai","無頼伝涯,涯","無頼伝涯,涯"
"bural_chingu","ずっとも!","ずっとも!"
"buranko_(marchen)","ぶらん子","ぶらん子"
"buratei_marii","蕪羅亭魔梨威","蕪羅亭魔梨威"
"burger_king","バーガーキング","バーガーキング"
"burgh_(pokemon)","アーティ,アーハチ","アーティ,アーハチ"
"burgundy_(pokemon)","カベルネ","カベルネ"
"buri_hamachi","ブリ(゚∀゚)ハマチ","ブリ(゚∀゚)ハマチ"
"buried_stars","ベリード・スターズ","ベリード・スターズ"
"buriki_one","武力ONE","武力ONE"
"burmy","ミノムッチ","ミノムッチ"
"burn-up","バーンナップ","バーンナップ"
"burn_the_witch","BURNTHEWITCH","BURNTHEWITCH"
"burnice_white","バーニス・ホワイト","バーニス・ホワイト"
"burnin_(boku_no_hero_academia)","上路萌,バーニン","上路萌,バーニン"
"burning_arisa","バーニングアリサ","バーニングアリサ"
"burning_blaze","バーニングブレイズ","バーニングブレイズ"
"buro_(muse_dash)","ブロウ(Muse Dash)","ブロウ(Muse Dash)"
"buront","ブロントさん","ブロントさん"
"burp","ゲップ,げっぷ,ザーメンゲップ","ゲップ,げっぷ,ザーメンゲップ"
"burrito","ブリート,ブリトー","ブリート,ブリトー"
"burst_bomb_(splatoon)","クイックボム","クイックボム"
"burter","バータ","バータ"
"burton_(ninjala)","バートン","バートン"
"buruma_aside","股布ずらし","股布ずらし"
"bushidou_(sekaiju)","ブシ子,ブシドー(世界樹の迷宮)","ブシ子,ブシドー(世界樹の迷宮)"
"bushiroad","ブシロード","ブシロード"
"business_card","名刺","名刺"
"business_casual","ビジネスカジュアル","ビジネスカジュアル"
"busou_kanojo","武装彼女","武装彼女"
"busou_renkin","武装錬金","武装錬金"
"busou_shoujo_machiavellism","武装少女マキャヴェリズム","武装少女マキャヴェリズム"
"bust_chart","ちちくらべ","ちちくらべ"
"bust_cup","谷間酒","谷間酒"
"bustafellows","バスタフェロウズ","バスタフェロウズ"
"buster_dress","バスタードレス","バスタードレス"
"busujima_mason_rio","毒島メイソン理鶯","毒島メイソン理鶯"
"busujima_saeko","毒島冴子","毒島冴子"
"buta_no_liver_wa_kanetsu_shiro","豚のレバーは加熱しろ","豚のレバーは加熱しろ"
"butch_(pokemon)","コサブロウ","コサブロウ"
"butler_(zenless_zone_zero)","バトラー(ゼンゼロ)","バトラー(ゼンゼロ)"
"buttercup_(ppg)","バターカップ","バターカップ"
"butterfly_girl","蝶娘","蝶娘"
"butterflyfish","カスミチョウチョウウオ","カスミチョウチョウウオ"
"butterfree","バタフリー","バタフリー"
"butters_stotch","バターズ・ストッチ,レオポルド・ストッチ","バターズ・ストッチ,レオポルド・ストッチ"
"buying_condoms","ゴム購入","ゴム購入"
"buzz_lightyear","バズ・ライトイヤー","バズ・ライトイヤー"
"buzzwole","マッシブーン","マッシブーン"
"byakko_(heaven_burns_red)","ビャッコ","ビャッコ"
"byakko_(kemono_friends)","ビャッコ(けものフレンズ)","ビャッコ(けものフレンズ)"
"byakuda_(kemono_friends)","ビャクダ(けものフレンズ)","ビャクダ(けものフレンズ)"
"byakudan_kagome","白檀籠女","白檀籠女"
"byakugan","白眼","白眼"
"byerley_turk_(umamusume)","バイアリーターク(ウマ娘),バイアリーターク","バイアリーターク(ウマ娘),バイアリーターク"
"byousoku_5_centimeter","秒速5センチメートル","秒速5センチメートル"
"byron_(pokemon)","トウガン","トウガン"
"c-3po","C-3P0","C-3P0"
"c-ms_(girls'_frontline)","C-MS(ドールズフロントライン),C-MS(少女前線)","C-MS(ドールズフロントライン),C-MS(少女前線)"
"c-sha","シーシャ","シーシャ"
"c-string","Cストリング","Cストリング"
"c.c.","C.C.","C.C."
"c.c._lemon","C.C.レモン","C.C.レモン"
"c.c._lemon_(character)","C.C.レモン,C.C.レモン擬人化イラコン,CCレモン100users入り","C.C.レモン,C.C.レモン擬人化イラコン,CCレモン100users入り"
"c.q._cumber_(splatoon)","ナマコ車掌","ナマコ車掌"
"c2-chan","C2機関娘","C2機関娘"
"c2_kikan","C2機関,株式会社C2プレパラート","C2機関,株式会社C2プレパラート"
"c96_(girls'_frontline)","C96(ドールズフロントライン),モーゼルC96(ドールズフロントライン),C96(少女前線)","C96(ドールズフロントライン),モーゼルC96(ドールズフロントライン),C96(少女前線)"
"c_(control)","C(アニメ)","C(アニメ)"
"caam_serenity_of_gusto","ガスタの静寂カーム","ガスタの静寂カーム"
"cabba","キャベ","キャベ"
"cabbage","キャベツ","キャベツ"
"cabbage_(konosuba)","キャベツ(このすば)","キャベツ(このすば)"
"cabernet_(path_to_nowhere)","卡门奈特","卡门奈特"
"cable_(marvel)","ケーブル(X-MEN)","ケーブル(X-MEN)"
"cable_car","ロープウェイ,索道","ロープウェイ,索道"
"cable_tie","結束バンド","結束バンド"
"cacao_(lamune)","カカオ","カカオ"
"cacnea","サボネア","サボネア"
"cacodemon","カコデーモン","カコデーモン"
"cacturne","ノクタス","ノクタス"
"cacucu_(genshin_impact)","カクーク","カクーク"
"caduceus","ケーリュケイオン,ケリュケイオン,ヘルメスの杖","ケーリュケイオン,ケリュケイオン,ヘルメスの杖"
"caeda_(fire_emblem)","シーダ,シーダ(ファイアーエムブレム)","シーダ,シーダ(ファイアーエムブレム)"
"cael_anselm","ヨウケン","ヨウケン"
"caeldori_(fire_emblem)","マトイ(FEif),マトイ,マトイ(ファイアーエムブレム)","マトイ(FEif),マトイ,マトイ(ファイアーエムブレム)"
"caelus_(honkai:_star_rail)","穹(スターレイル),穹,ベクターY","穹(スターレイル),穹,ベクターY"
"caenis_(swimsuit_rider)_(fate)","カイニス(水着)","カイニス(水着)"
"caenis_(unofficial_casual_wear)_(fate)","ねつぞー私服","ねつぞー私服"
"caesar_(girls_und_panzer)","カエサル,カエサル(GuP),鈴木貴子,カバさんチーム,たかひな","カエサル,カエサル(GuP),鈴木貴子,カバさんチーム,たかひな"
"caesar_clown","シーザー・クラウン","シーザー・クラウン"
"caesar_king_(zenless_zone_zero)","キング・シーザー,シーザー(ゼンゼロ)","キング・シーザー,シーザー(ゼンゼロ)"
"cafe-chan_to_break_time","カフェちゃんとブレークタイム","カフェちゃんとブレークタイム"
"cafe_maid_(love_live!)","カフェメイド","カフェメイド"
"cafe_no_zombi-ko","カフェ野ゾンビ子,びこアート","カフェ野ゾンビ子,びこアート"
"cafe_sourire","カフェ・スーリル,カフェ・ソーリル","カフェ・スーリル,カフェ・ソーリル"
"cafe_stella_to_shinigami_no_chou","喫茶ステラと死神の蝶","喫茶ステラと死神の蝶"
"cafeteria","食堂","食堂"
"cagalli_yula_athha","カガリ・ユラ・アスハ","カガリ・ユラ・アスハ"
"cagliostro_(symphogear)","カリオストロ(シンフォギア)","カリオストロ(シンフォギア)"
"cailleach_bheur_(last_origin)","T-12カリアフ・ベラ,カリアフ・ベラ","T-12カリアフ・ベラ,カリアフ・ベラ"
"caim_(drag-on_dragoon)","カイム(DOD)","カイム(DOD)"
"caiman_(dorohedoro)","カイマン","カイマン"
"cain_(granblue_fantasy)","カイン","カイン"
"cain_knightley","Cain_Knightley","Cain_Knightley"
"caine_(the_amazing_digital_circus)","ケイン","ケイン"
"caineghis_(fire_emblem)","カイネギス","カイネギス"
"cairngorm_(houseki_no_kuni)","カンゴーム","カンゴーム"
"cait_sith_(final_fantasy)","ケット・シー(FF7)","ケット・シー(FF7)"
"caitlin_(pokemon)","カトレア,カトレア(トレーナー),コクカト","カトレア,カトレア(トレーナー),コクカト"
"caitlyn_(league_of_legends)","ケイトリン","ケイトリン"
"caius_qualls","カイウス・クオールズ","カイウス・クオールズ"
"cake_hound","CakeHound","CakeHound"
"cal_devens","キャル・ディヴェンス","キャル・ディヴェンス"
"cala","カーラ(VIPER),カーラ","カーラ(VIPER),カーラ"
"cala_maria_(cuphead)","カラマリア","カラマリア"
"calamity_jane_(fate)","カラミティ・ジェーン(Fate)","カラミティ・ジェーン(Fate)"
"calamity_queller_(genshin_impact)","息災(原神)","息災(原神)"
"calavera","カラベラ,シュガースカル","カラベラ,シュガースカル"
"calbee_(potato_chips)","カルビー","カルビー"
"calcharo_(wuthering_waves)","calcharo","calcharo"
"calcifer","カルシファー","カルシファー"
"calculator","電卓","電卓"
"caleb_(love_and_deepspace)","夏以昼","夏以昼"
"caleen_keemosn","カーリン・ケイソン","カーリン・ケイソン"
"calem_(champion)_(pokemon)","カルム(チャンピオン)","カルム(チャンピオン)"
"calen_(time_bokan)","カレン(タイムボカン24)","カレン(タイムボカン24)"
"calenda_(kemono_friends)","カレンダ(けものフレンズ),ヒト(けものフレンズ)","カレンダ(けものフレンズ),ヒト(けものフレンズ)"
"caliburn_(fate)","勝利すべき黄金の剣","勝利すべき黄金の剣"
"caliburn_(sonic)","カリバーン(ソニック)","カリバーン(ソニック)"
"california_(azur_lane)","カリフォルニア(アズールレーン)","カリフォルニア(アズールレーン)"
"california_sea_lion_(kemono_friends)","カリフォルニアアシカ(けものフレンズ)","カリフォルニアアシカ(けものフレンズ)"
"californian_sea_otter_(kemono_friends)","カリフォルニアラッコ(けものフレンズ)","カリフォルニアラッコ(けものフレンズ)"
"caligula_(fate)","カリギュラ(Fate)","カリギュラ(Fate)"
"caligula_(game)","カリギュラ","カリギュラ"
"caligula_2","カリギュラ2","カリギュラ2"
"caliper","ノギス","ノギス"
"call_(mighty_no._9)","コールちゃん","コールちゃん"
"call_of_cthulhu","クトゥルフの呼び声,COCシナリオ,クトゥルフ神話TRPG,新クトゥルフ神話TRPG","クトゥルフの呼び声,COCシナリオ,クトゥルフ神話TRPG,新クトゥルフ神話TRPG"
"call_of_duty:_black_ops","コールオブデューティブラックオプス","コールオブデューティブラックオプス"
"call_of_duty:_mobile","CODモバイル,コールオブデューティモバイル","CODモバイル,コールオブデューティモバイル"
"call_of_duty:_modern_warfare_3","コールオブデューティモダン・ウォーフェア3","コールオブデューティモダン・ウォーフェア3"
"call_of_duty_4","コールオブデューティ4モダン・ウォーフェア","コールオブデューティ4モダン・ウォーフェア"
"calla_lily","オランダカイウ,カラー(植物)","オランダカイウ,カラー(植物)"
"called_by_the_grave","墓穴の指名者","墓穴の指名者"
"callie_(alterna)_(splatoon)","アオリ","アオリ"
"callie_(octo_idol_outfit)_(splatoon)","タコリちゃん","タコリちゃん"
"callie_(young)_(splatoon)","アオリ","アオリ"
"calligraphy","書道,カリグラフィー","書道,カリグラフィー"
"calligraphy_brush_(medium)","筆ペン,筆","筆ペン,筆"
"calne_ca_(deino)","骸音シーエ","骸音シーエ"
"caloriemate","カロリーメイト","カロリーメイト"
"calpis","カルピス","カルピス"
"calstone_light_o_(umamusume)","カルストンライトオ(ウマ娘)","カルストンライトオ(ウマ娘)"
"calvin_&_hobbes","カルビンとホッブス","カルビンとホッブス"
"calvin_klein","カルバン・クライン","カルバン・クライン"
"calyrex","バドレックス","バドレックス"
"calyrex_(rider)","こくばじょうのすがた","こくばじょうのすがた"
"camazotz_(fate)","カマソッソ(Fate),勇者王カマソッソ","カマソッソ(Fate),勇者王カマソッソ"
"camel","ラクダ,駱駝","ラクダ,駱駝"
"camel_clutch","キャメルクラッチ","キャメルクラッチ"
"camellya_(wuthering_waves)","椿(鳴潮)","椿(鳴潮)"
"camera_waddle_dee","カメラワドルディ","カメラワドルディ"
"camerupt","バクーダ","バクーダ"
"camie_(one_piece)","ケイミー","ケイミー"
"camieux","クムユ","クムユ"
"camila_(vtuber)","CamilArt","CamilArt"
"camilla_(spring_princess)_(fire_emblem)","spring_camilla","spring_camilla"
"camilo_madrigal","カミロ・マドリガル","カミロ・マドリガル"
"camouflage_bikini","迷彩ビキニ","迷彩ビキニ"
"camp_buddy","campbuddy","campbuddy"
"camp_buddy:_scoutmaster_season","CampBuddyScoutmasterSeason","CampBuddyScoutmasterSeason"
"camping","キャンプ","キャンプ"
"campione!","カンピオーネ!","カンピオーネ!"
"campo_flicker_(kemono_friends)","アリツカゲラ(けものフレンズ)","アリツカゲラ(けものフレンズ)"
"camus_(dq11)","カミュ(DQ11)","カミュ(DQ11)"
